cust_code,cust_price_sensitivity,cust_lifestage,prod_code,prod_code_10,prod_code_20,prod_code_30,prod_code_40,basket_id,basket_size,basket_price_sensitivity,basket_type,basket_dominant_mission,shop_week,shop_date,shop_weekday,shop_hour,store_code,store_format,store_region,quantity,spend
CUST0000173324,Up Market,Other,PRD0904167,CL00201,DEP00067,G00021,D00005,994104700271530,Medium,Up Market,Small Shop,Nonfood,200701,2007-03-03,Saturday,12,STORE00011,Medium,W03,3,3.15
CUST0000252993,Up Market,Young Families,PRD0900237,CL00179,DEP00061,G00018,D00004,994104700323217,Small,Unclassified,Small Shop,Nonfood,200701,2007-02-28,Wednesday,16,STORE00011,Medium,W03,1,12.54
CUST0000270626,Mid Market,Older Families,PRD0900347,CL00162,DEP00055,G00016,D00003,994104700334622,Small,Less Affluent,Small Shop,Grocery,200701,2007-03-03,Saturday,18,STORE00011,Medium,W03,1,1.7
CUST0000296572,Less Affluent,Older Adults,PRD0900121,CL00063,DEP00019,G00007,D00002,994104700351644,Medium,Mid Market,Small Shop,Fresh,200701,2007-02-28,Wednesday,08,STORE00011,Medium,W03,1,0.98
CUST0000296572,Less Affluent,Older Adults,PRD0904162,CL00079,DEP00022,G00007,D00002,994104700351644,Medium,Mid Market,Small Shop,Fresh,200701,2007-02-28,Wednesday,08,STORE00011,Medium,W03,1,1.11
CUST0000296572,Less Affluent,Older Adults,PRD0904813,CL00046,DEP00012,G00004,D00002,994104700351644,Medium,Mid Market,Small Shop,Fresh,200701,2007-02-28,Wednesday,08,STORE00011,Medium,W03,1,1.16
CUST0000313801,Mid Market,Other,PRD0903228,CL00138,DEP00048,G00013,D00003,994104700363029,Medium,Less Affluent,Small Shop,Grocery,200701,2007-02-26,Monday,12,STORE00011,Medium,W03,1,0.89
CUST0000313801,Mid Market,Other,PRD0901609,CL00157,DEP00053,G00016,D00003,994104700363029,Medium,Less Affluent,Small Shop,Grocery,200701,2007-02-26,Monday,12,STORE00011,Medium,W03,1,2.35
CUST0000313801,Mid Market,Other,PRD0900121,CL00063,DEP00019,G00007,D00002,994104700363029,Medium,Less Affluent,Small Shop,Grocery,200701,2007-02-26,Monday,12,STORE00011,Medium,W03,1,0.98
CUST0000313801,Mid Market,Other,PRD0901545,CL00083,DEP00023,G00007,D00002,994104700363030,Small,Mid Market,Small Shop,Fresh,200701,2007-02-28,Wednesday,16,STORE00011,Medium,W03,1,1.85
CUST0000347230,Mid Market,Other,PRD0900822,CL00228,DEP00080,G00026,D00007,994104700385025,Small,Unclassified,Small Shop,Nonfood,200701,2007-03-01,Thursday,10,STORE00011,Medium,W03,1,9.36
CUST0000378024,Up Market,Other,PRD0900609,CL00128,DEP00046,G00013,D00003,994104700405193,Small,Less Affluent,Small Shop,Grocery,200701,2007-03-02,Friday,08,STORE00011,Medium,W03,1,0.55
CUST0000384938,Up Market,Young Adults,PRD0903246,CL00042,DEP00011,G00004,D00002,994104700409702,Medium,Up Market,Small Shop,Fresh,200701,2007-02-26,Monday,15,STORE00011,Medium,W03,1,1.22
CUST0000384938,Up Market,Young Adults,PRD0900428,CL00129,DEP00046,G00013,D00003,994104700409702,Medium,Up Market,Small Shop,Fresh,200701,2007-02-26,Monday,15,STORE00011,Medium,W03,1,1.03
CUST0000384938,Up Market,Young Adults,PRD0901184,CL00100,DEP00033,G00009,D00002,994104700409702,Medium,Up Market,Small Shop,Fresh,200701,2007-02-26,Monday,15,STORE00011,Medium,W03,1,2.54
CUST0000964860,Up Market,Young Adults,PRD0900205,CL00230,DEP00081,G00027,D00008,994104700789777,Medium,Up Market,Small Shop,Mixed,200701,2007-03-04,Sunday,18,STORE00011,Medium,W03,3,5.91
CUST0000964860,Up Market,Young Adults,PRD0900061,CL00076,DEP00022,G00007,D00002,994104700789777,Medium,Up Market,Small Shop,Mixed,200701,2007-03-04,Sunday,18,STORE00011,Medium,W03,1,4.41
CUST0000964860,Up Market,Young Adults,PRD0904358,CL00063,DEP00019,G00007,D00002,994104700789777,Medium,Up Market,Small Shop,Mixed,200701,2007-03-04,Sunday,18,STORE00011,Medium,W03,1,1.54
CUST0000467134,Mid Market,Young Adults,PRD0901066,CL00046,DEP00012,G00004,D00002,994104800459100,Small,Up Market,Small Shop,Fresh,200702,2007-03-10,Saturday,14,STORE00011,Medium,W03,1,2.11
CUST0000467134,Mid Market,Young Adults,PRD0900310,CL00159,DEP00054,G00016,D00003,994104800459102,Medium,Up Market,Small Shop,Grocery,200702,2007-03-11,Sunday,15,STORE00011,Medium,W03,1,1.07
CUST0000467134,Mid Market,Young Adults,PRD0900527,CL00161,DEP00054,G00016,D00003,994104800459102,Medium,Up Market,Small Shop,Grocery,200702,2007-03-11,Sunday,15,STORE00011,Medium,W03,3,3.87
CUST0000467134,Mid Market,Young Adults,PRD0904099,CL00235,DEP00083,G00028,D00008,994104800459102,Medium,Up Market,Small Shop,Grocery,200702,2007-03-11,Sunday,15,STORE00011,Medium,W03,3,10.5
CUST0000467134,Mid Market,Young Adults,PRD0902446,CL00229,DEP00081,G00027,D00008,994104800459102,Medium,Up Market,Small Shop,Grocery,200702,2007-03-11,Sunday,15,STORE00011,Medium,W03,1,14.06
CUST0000467134,Mid Market,Young Adults,PRD0902213,CL00160,DEP00054,G00016,D00003,994104800459102,Medium,Up Market,Small Shop,Grocery,200702,2007-03-11,Sunday,15,STORE00011,Medium,W03,1,1.87
CUST0000470228,Less Affluent,Young Families,PRD0903427,CL00185,DEP00062,G00018,D00004,994104800461184,Small,Unclassified,Small Shop,Nonfood,200702,2007-03-05,Monday,13,STORE00011,Medium,W03,1,3.7
CUST0000562951,Less Affluent,Young Adults,PRD0903052,CL00031,DEP00008,G00004,D00002,994104800520902,Medium,Up Market,Small Shop,Fresh,200702,2007-03-10,Saturday,18,STORE00011,Medium,W03,1,0.64
CUST0000562951,Less Affluent,Young Adults,PRD0902055,CL00164,DEP00055,G00016,D00003,994104800520902,Medium,Up Market,Small Shop,Fresh,200702,2007-03-10,Saturday,18,STORE00011,Medium,W03,1,0.35
CUST0000562951,Less Affluent,Young Adults,PRD0900684,CL00043,DEP00011,G00004,D00002,994104800520902,Medium,Up Market,Small Shop,Fresh,200702,2007-03-10,Saturday,18,STORE00011,Medium,W03,3,0.84
CUST0000347230,Mid Market,Other,PRD0900822,CL00228,DEP00080,G00026,D00007,994104900394689,Small,Unclassified,Small Shop,Nonfood,200703,2007-03-14,Wednesday,12,STORE00011,Medium,W03,1,9.36
CUST0000562951,Less Affluent,Young Adults,PRD0903091,CL00016,DEP00004,G00003,D00001,994104900537789,Medium,Mid Market,Small Shop,Fresh,200703,2007-03-12,Monday,16,STORE00011,Medium,W03,3,0.69
CUST0000270626,Mid Market,Older Families,PRD0904854,CL00098,DEP00031,G00008,D00002,994105000336760,Medium,Mid Market,Small Shop,Fresh,200704,2007-03-23,Friday,19,STORE00011,Medium,W03,3,7.47
CUST0000270626,Mid Market,Older Families,PRD0903178,CL00098,DEP00031,G00008,D00002,994105000336760,Medium,Mid Market,Small Shop,Fresh,200704,2007-03-23,Friday,19,STORE00011,Medium,W03,1,2.8
CUST0000467134,Mid Market,Young Adults,PRD0901446,CL00219,DEP00073,G00023,D00005,994105000463463,Small,Mid Market,Small Shop,Nonfood,200704,2007-03-19,Monday,11,STORE00011,Medium,W03,1,1.18
CUST0000562951,Less Affluent,Young Adults,PRD0903140,CL00152,DEP00052,G00015,D00003,994105000525351,Small,Less Affluent,Small Shop,Grocery,200704,2007-03-20,Tuesday,16,STORE00011,Medium,W03,1,0.34
CUST0000378024,Up Market,Other,PRD0903678,CL00222,DEP00076,G00023,D00005,994105100411421,Medium,Unclassified,Unclassified,Unclassified,200705,2007-03-28,Wednesday,12,STORE00011,Medium,W03,3,0.03
CUST0000384938,Up Market,Young Adults,PRD0900307,CL00100,DEP00033,G00009,D00002,994105100415895,Small,Up Market,Small Shop,Fresh,200705,2007-04-01,Sunday,18,STORE00011,Medium,W03,1,3.58
CUST0000470228,Less Affluent,Young Families,PRD0903917,CL00123,DEP00044,G00012,D00003,994105100471125,Small,Less Affluent,Small Shop,Grocery,200705,2007-03-28,Wednesday,21,STORE00011,Medium,W03,1,2.03
CUST0000470228,Less Affluent,Young Families,PRD0900613,CL00236,DEP00084,G00028,D00008,994105100471126,Small,Mid Market,Small Shop,Grocery,200705,2007-04-01,Sunday,15,STORE00011,Medium,W03,1,1.39
CUST0000562951,Less Affluent,Young Adults,PRD0902921,CL00214,DEP00071,G00022,D00005,994105100531096,Medium,Less Affluent,Top Up,Mixed,200705,2007-03-31,Saturday,21,STORE00011,Medium,W03,1,1.58
CUST0000562951,Less Affluent,Young Adults,PRD0904808,CL00201,DEP00067,G00021,D00005,994105100531096,Medium,Less Affluent,Top Up,Mixed,200705,2007-03-31,Saturday,21,STORE00011,Medium,W03,1,3.73
CUST0000562951,Less Affluent,Young Adults,PRD0901388,CL00162,DEP00055,G00016,D00003,994105100531096,Medium,Less Affluent,Top Up,Mixed,200705,2007-03-31,Saturday,21,STORE00011,Medium,W03,1,0.91
CUST0000562951,Less Affluent,Young Adults,PRD0903074,CL00045,DEP00011,G00004,D00002,994105100531096,Medium,Less Affluent,Top Up,Mixed,200705,2007-03-31,Saturday,21,STORE00011,Medium,W03,1,1.01
CUST0000562951,Less Affluent,Young Adults,PRD0903184,CL00163,DEP00055,G00016,D00003,994105100531096,Medium,Less Affluent,Top Up,Mixed,200705,2007-03-31,Saturday,21,STORE00011,Medium,W03,1,1.29
CUST0000562951,Less Affluent,Young Adults,PRD0902365,CL00110,DEP00039,G00010,D00003,994105100531096,Medium,Less Affluent,Top Up,Mixed,200705,2007-03-31,Saturday,21,STORE00011,Medium,W03,1,2
CUST0000562951,Less Affluent,Young Adults,PRD0900986,CL00151,DEP00052,G00015,D00003,994105100531096,Medium,Less Affluent,Top Up,Mixed,200705,2007-03-31,Saturday,21,STORE00011,Medium,W03,1,1.22
CUST0000562951,Less Affluent,Young Adults,PRD0903788,CL00001,DEP00001,G00001,D00001,994105100531096,Medium,Less Affluent,Top Up,Mixed,200705,2007-03-31,Saturday,21,STORE00011,Medium,W03,1,0.75
CUST0000467134,Mid Market,Young Adults,PRD0902230,CL00030,DEP00008,G00004,D00002,994105300461182,Small,Mid Market,Small Shop,Mixed,200707,2007-04-13,Friday,14,STORE00011,Medium,W03,1,1.68
CUST0000467134,Mid Market,Young Adults,PRD0902347,CL00163,DEP00055,G00016,D00003,994105300461182,Small,Mid Market,Small Shop,Mixed,200707,2007-04-13,Friday,14,STORE00011,Medium,W03,1,0.91
CUST0000173324,Up Market,Other,PRD0903678,CL00222,DEP00076,G00023,D00005,994105400282287,Medium,Up Market,Small Shop,Nonfood,200708,2007-04-19,Thursday,14,STORE00011,Medium,W03,1,0.01
CUST0000173324,Up Market,Other,PRD0904167,CL00201,DEP00067,G00021,D00005,994105400282287,Medium,Up Market,Small Shop,Nonfood,200708,2007-04-19,Thursday,14,STORE00011,Medium,W03,3,3.15
CUST0000378024,Up Market,Other,PRD0902083,CL00218,DEP00073,G00023,D00005,994105500414810,Small,Mid Market,Small Shop,Nonfood,200709,2007-04-23,Monday,11,STORE00011,Medium,W03,1,1.36
CUST0000270626,Mid Market,Older Families,PRD0903140,CL00152,DEP00052,G00015,D00003,994105600347860,Medium,Mid Market,Small Shop,Mixed,200710,2007-05-04,Friday,16,STORE00011,Medium,W03,1,0.34
CUST0000270626,Mid Market,Older Families,PRD0904324,CL00139,DEP00048,G00013,D00003,994105600347860,Medium,Mid Market,Small Shop,Mixed,200710,2007-05-04,Friday,16,STORE00011,Medium,W03,1,0.47
CUST0000270626,Mid Market,Older Families,PRD0903052,CL00031,DEP00008,G00004,D00002,994105600347860,Medium,Mid Market,Small Shop,Mixed,200710,2007-05-04,Friday,16,STORE00011,Medium,W03,1,1.88
CUST0000378024,Up Market,Other,PRD0901777,CL00064,DEP00019,G00007,D00002,994105600418265,Small,Mid Market,Small Shop,Fresh,200710,2007-04-30,Monday,17,STORE00011,Medium,W03,1,1.07
CUST0000470228,Less Affluent,Young Families,PRD0904358,CL00063,DEP00019,G00007,D00002,994105600478466,Small,Mid Market,Small Shop,Fresh,200710,2007-05-03,Thursday,10,STORE00011,Medium,W03,1,1.54
CUST0000470228,Less Affluent,Young Families,PRD0904660,CL00161,DEP00054,G00016,D00003,994105800470593,Medium,Mid Market,Small Shop,Grocery,200712,2007-05-15,Tuesday,21,STORE00011,Medium,W03,1,0.85
CUST0000470228,Less Affluent,Young Families,PRD0903511,CL00238,DEP00084,G00028,D00008,994105800470593,Medium,Mid Market,Small Shop,Grocery,200712,2007-05-15,Tuesday,21,STORE00011,Medium,W03,3,10.17
CUST0000467134,Mid Market,Young Adults,PRD0904957,CL00227,DEP00079,G00025,D00006,994105900480450,Medium,Mid Market,Top Up,Mixed,200713,2007-05-25,Friday,15,STORE00011,Medium,W03,1,0.96
CUST0000467134,Mid Market,Young Adults,PRD0904358,CL00063,DEP00019,G00007,D00002,994105900480450,Medium,Mid Market,Top Up,Mixed,200713,2007-05-25,Friday,15,STORE00011,Medium,W03,1,1.54
CUST0000467134,Mid Market,Young Adults,PRD0901199,CL00201,DEP00067,G00021,D00005,994105900480450,Medium,Mid Market,Top Up,Mixed,200713,2007-05-25,Friday,15,STORE00011,Medium,W03,1,1.01
CUST0000467134,Mid Market,Young Adults,PRD0902347,CL00163,DEP00055,G00016,D00003,994105900480450,Medium,Mid Market,Top Up,Mixed,200713,2007-05-25,Friday,15,STORE00011,Medium,W03,1,0.91
CUST0000467134,Mid Market,Young Adults,PRD0901329,CL00154,DEP00052,G00015,D00003,994105900480450,Medium,Mid Market,Top Up,Mixed,200713,2007-05-25,Friday,15,STORE00011,Medium,W03,1,0.33
CUST0000378024,Up Market,Other,PRD0900977,CL00240,DEP00086,G00028,D00008,994106000407793,Small,Mid Market,Small Shop,Grocery,200714,2007-05-31,Thursday,16,STORE00011,Medium,W03,1,4.96
CUST0000964860,Up Market,Young Adults,PRD0900522,CL00157,DEP00053,G00016,D00003,994106000778697,Medium,Less Affluent,Small Shop,Fresh,200714,2007-05-30,Wednesday,08,STORE00011,Medium,W03,1,0.4
CUST0000964860,Up Market,Young Adults,PRD0902735,CL00020,DEP00005,G00003,D00001,994106000778697,Medium,Less Affluent,Small Shop,Fresh,200714,2007-05-30,Wednesday,08,STORE00011,Medium,W03,1,0.44
CUST0000964860,Up Market,Young Adults,PRD0904358,CL00063,DEP00019,G00007,D00002,994106000778697,Medium,Less Affluent,Small Shop,Fresh,200714,2007-05-30,Wednesday,08,STORE00011,Medium,W03,1,1.54
CUST0000467134,Mid Market,Young Adults,PRD0900121,CL00063,DEP00019,G00007,D00002,994106100476994,Medium,Mid Market,Small Shop,Mixed,200715,2007-06-06,Wednesday,17,STORE00011,Medium,W03,1,0.98
CUST0000467134,Mid Market,Young Adults,PRD0901329,CL00154,DEP00052,G00015,D00003,994106100476994,Medium,Mid Market,Small Shop,Mixed,200715,2007-06-06,Wednesday,17,STORE00011,Medium,W03,1,0.33
CUST0000467134,Mid Market,Young Adults,PRD0901446,CL00219,DEP00073,G00023,D00005,994106100476994,Medium,Mid Market,Small Shop,Mixed,200715,2007-06-06,Wednesday,17,STORE00011,Medium,W03,1,1.18
CUST0000470228,Less Affluent,Young Families,PRD0900718,CL00159,DEP00054,G00016,D00003,994106200479795,Medium,Mid Market,Small Shop,Grocery,200716,2007-06-17,Sunday,13,STORE00011,Medium,W03,1,0.55
CUST0000470228,Less Affluent,Young Families,PRD0900508,CL00229,DEP00081,G00027,D00008,994106200479795,Medium,Mid Market,Small Shop,Grocery,200716,2007-06-17,Sunday,13,STORE00011,Medium,W03,3,9.63
CUST0000470228,Less Affluent,Young Families,PRD0904945,CL00001,DEP00001,G00001,D00001,994106200479795,Medium,Mid Market,Small Shop,Grocery,200716,2007-06-17,Sunday,13,STORE00011,Medium,W03,1,1.25
CUST0000378024,Up Market,Other,PRD0900121,CL00063,DEP00019,G00007,D00002,994106400419694,Medium,Up Market,Small Shop,Fresh,200718,2007-06-27,Wednesday,15,STORE00011,Medium,W03,1,0.98
CUST0000378024,Up Market,Other,PRD0901066,CL00046,DEP00012,G00004,D00002,994106400419694,Medium,Up Market,Small Shop,Fresh,200718,2007-06-27,Wednesday,15,STORE00011,Medium,W03,1,2.11
CUST0000378024,Up Market,Other,PRD0904225,CL00145,DEP00051,G00015,D00003,994106400419694,Medium,Up Market,Small Shop,Fresh,200718,2007-06-27,Wednesday,15,STORE00011,Medium,W03,1,2.54
CUST0000467134,Mid Market,Young Adults,PRD0901446,CL00219,DEP00073,G00023,D00005,994106400478192,Small,Mid Market,Small Shop,Nonfood,200718,2007-06-29,Friday,13,STORE00011,Medium,W03,1,1.18
CUST0000378024,Up Market,Other,PRD0902723,CL00155,DEP00053,G00016,D00003,994106500422462,Medium,Less Affluent,Small Shop,Grocery,200719,2007-07-05,Thursday,08,STORE00011,Medium,W03,1,1.49
CUST0000378024,Up Market,Other,PRD0902479,CL00144,DEP00051,G00015,D00003,994106500422462,Medium,Less Affluent,Small Shop,Grocery,200719,2007-07-05,Thursday,08,STORE00011,Medium,W03,1,1.03
CUST0000378024,Up Market,Other,PRD0901728,CL00003,DEP00002,G00001,D00001,994106500422462,Medium,Less Affluent,Small Shop,Grocery,200719,2007-07-05,Thursday,08,STORE00011,Medium,W03,1,0.81
CUST0000173324,Up Market,Other,PRD0900867,CL00027,DEP00008,G00004,D00002,994106700287479,Small,Up Market,Small Shop,Fresh,200721,2007-07-19,Thursday,19,STORE00011,Medium,W03,1,1.19
CUST0000964860,Up Market,Young Adults,PRD0902804,CL00070,DEP00020,G00007,D00002,994106900805302,Medium,Up Market,Small Shop,Fresh,200723,2007-08-05,Sunday,16,STORE00011,Medium,W03,5,2.85
CUST0000964860,Up Market,Young Adults,PRD0904358,CL00063,DEP00019,G00007,D00002,994106900805302,Medium,Up Market,Small Shop,Fresh,200723,2007-08-05,Sunday,16,STORE00011,Medium,W03,1,1.54
CUST0000964860,Up Market,Young Adults,PRD0903477,CL00014,DEP00004,G00003,D00001,994106900805302,Medium,Up Market,Small Shop,Fresh,200723,2007-08-05,Sunday,16,STORE00011,Medium,W03,1,0.45
CUST0000378024,Up Market,Other,PRD0903480,CL00164,DEP00055,G00016,D00003,994107300418795,Small,Mid Market,Small Shop,Grocery,200727,2007-09-02,Sunday,17,STORE00011,Medium,W03,1,0.53
CUST0000378024,Up Market,Other,PRD0902083,CL00218,DEP00073,G00023,D00005,994107300418796,Small,Mid Market,Small Shop,Nonfood,200727,2007-08-31,Friday,19,STORE00011,Medium,W03,1,1.36
CUST0000378024,Up Market,Other,PRD0903241,CL00103,DEP00035,G00010,D00003,994107400419532,Medium,Up Market,Small Shop,Grocery,200728,2007-09-03,Monday,09,STORE00011,Medium,W03,1,0.47
CUST0000378024,Up Market,Other,PRD0902099,CL00075,DEP00022,G00007,D00002,994107400419532,Medium,Up Market,Small Shop,Grocery,200728,2007-09-03,Monday,09,STORE00011,Medium,W03,1,1.51
CUST0000378024,Up Market,Other,PRD0901039,CL00145,DEP00051,G00015,D00003,994107400419532,Medium,Up Market,Small Shop,Grocery,200728,2007-09-03,Monday,09,STORE00011,Medium,W03,1,2.2
CUST0000470228,Less Affluent,Young Families,PRD0901844,CL00238,DEP00084,G00028,D00008,994107500478690,Medium,Mid Market,Small Shop,Grocery,200729,2007-09-10,Monday,15,STORE00011,Medium,W03,3,7.23
CUST0000964860,Up Market,Young Adults,PRD0904358,CL00063,DEP00019,G00007,D00002,994107600773785,Small,Mid Market,Small Shop,Fresh,200730,2007-09-18,Tuesday,08,STORE00011,Medium,W03,1,1.54
CUST0000964860,Up Market,Young Adults,PRD0903678,CL00222,DEP00076,G00023,D00005,994107600773785,Small,Mid Market,Small Shop,Fresh,200730,2007-09-18,Tuesday,08,STORE00011,Medium,W03,1,0.01
CUST0000470228,Less Affluent,Young Families,PRD0901483,CL00236,DEP00084,G00028,D00008,994107900469366,Medium,Up Market,Small Shop,Mixed,200733,2007-10-11,Thursday,17,STORE00011,Medium,W03,3,4.83
CUST0000470228,Less Affluent,Young Families,PRD0904528,CL00098,DEP00031,G00008,D00002,994107900469366,Medium,Up Market,Small Shop,Mixed,200733,2007-10-11,Thursday,17,STORE00011,Medium,W03,3,6.63
CUST0000378024,Up Market,Other,PRD0902601,CL00044,DEP00011,G00004,D00002,994108500412127,Medium,Mid Market,Small Shop,Fresh,200739,2007-11-22,Thursday,14,STORE00011,Medium,W03,1,0.3
CUST0000378024,Up Market,Other,PRD0903678,CL00222,DEP00076,G00023,D00005,994108500412127,Medium,Mid Market,Small Shop,Fresh,200739,2007-11-22,Thursday,14,STORE00011,Medium,W03,1,0.01
CUST0000378024,Up Market,Other,PRD0902585,CL00041,DEP00011,G00004,D00002,994108500412127,Medium,Mid Market,Small Shop,Fresh,200739,2007-11-22,Thursday,14,STORE00011,Medium,W03,1,0.79
CUST0000384938,Up Market,Young Adults,PRD0904123,CL00160,DEP00054,G00016,D00003,994108500416656,Medium,Mid Market,Small Shop,Grocery,200739,2007-11-20,Tuesday,15,STORE00011,Medium,W03,1,0.41
CUST0000384938,Up Market,Young Adults,PRD0902094,CL00163,DEP00055,G00016,D00003,994108500416656,Medium,Mid Market,Small Shop,Grocery,200739,2007-11-20,Tuesday,15,STORE00011,Medium,W03,1,0.33
CUST0000384938,Up Market,Young Adults,PRD0903102,CL00131,DEP00047,G00013,D00003,994108500416656,Medium,Mid Market,Small Shop,Grocery,200739,2007-11-20,Tuesday,15,STORE00011,Medium,W03,1,0.67
CUST0000270626,Mid Market,Older Families,PRD0902114,CL00135,DEP00048,G00013,D00003,994108600340813,Small,Mid Market,Small Shop,Grocery,200740,2007-11-27,Tuesday,13,STORE00011,Medium,W03,1,1.41
CUST0000270626,Mid Market,Older Families,PRD0901413,CL00163,DEP00055,G00016,D00003,994108700336605,Small,Less Affluent,Small Shop,Grocery,200741,2007-12-06,Thursday,10,STORE00011,Medium,W03,1,1.39
CUST0000378024,Up Market,Other,PRD0900977,CL00240,DEP00086,G00028,D00008,994108900459808,Small,Mid Market,Small Shop,Grocery,200743,2007-12-21,Friday,08,STORE00011,Medium,W03,1,4.96
CUST0000470228,Less Affluent,Young Families,PRD0904358,CL00063,DEP00019,G00007,D00002,994108900526749,Small,Mid Market,Small Shop,Fresh,200743,2007-12-18,Tuesday,16,STORE00011,Medium,W03,1,1.54
CUST0000173324,Up Market,Other,PRD0903678,CL00222,DEP00076,G00023,D00005,994109100250418,Small,Unclassified,Unclassified,Unclassified,200745,2008-01-02,Wednesday,12,STORE00011,Medium,W03,1,0.01
CUST0000470228,Less Affluent,Young Families,PRD0904657,CL00017,DEP00005,G00003,D00001,994109400452963,Small,Less Affluent,Small Shop,Grocery,200748,2008-01-21,Monday,13,STORE00011,Medium,W03,1,0.83
CUST0000470228,Less Affluent,Young Families,PRD0904444,CL00160,DEP00054,G00016,D00003,994109400452963,Small,Less Affluent,Small Shop,Grocery,200748,2008-01-21,Monday,13,STORE00011,Medium,W03,1,2.12
CUST0000470228,Less Affluent,Young Families,PRD0903965,CL00150,DEP00052,G00015,D00003,994109400452964,Medium,Mid Market,Small Shop,Grocery,200748,2008-01-26,Saturday,14,STORE00011,Medium,W03,1,2.82
CUST0000470228,Less Affluent,Young Families,PRD0904444,CL00160,DEP00054,G00016,D00003,994109400452964,Medium,Mid Market,Small Shop,Grocery,200748,2008-01-26,Saturday,14,STORE00011,Medium,W03,1,2.12
CUST0000470228,Less Affluent,Young Families,PRD0904385,CL00123,DEP00044,G00012,D00003,994109400452964,Medium,Mid Market,Small Shop,Grocery,200748,2008-01-26,Saturday,14,STORE00011,Medium,W03,1,3.2
CUST0000378024,Up Market,Other,PRD0903678,CL00222,DEP00076,G00023,D00005,994109700415416,Small,Unclassified,Unclassified,Unclassified,200751,2008-02-11,Monday,12,STORE00011,Medium,W03,1,0.01
CUST0000313801,Mid Market,Other,PRD0903362,CL00001,DEP00001,G00001,D00001,994109800372622,Large,Mid Market,Top Up,Mixed,200752,2008-02-21,Thursday,15,STORE00011,Medium,W03,1,0.95
CUST0000313801,Mid Market,Other,PRD0903923,CL00083,DEP00023,G00007,D00002,994109800372622,Large,Mid Market,Top Up,Mixed,200752,2008-02-21,Thursday,15,STORE00011,Medium,W03,1,1.61
CUST0000313801,Mid Market,Other,PRD0904944,CL00167,DEP00055,G00016,D00003,994109800372622,Large,Mid Market,Top Up,Mixed,200752,2008-02-21,Thursday,15,STORE00011,Medium,W03,3,0.84
CUST0000313801,Mid Market,Other,PRD0901119,CL00083,DEP00023,G00007,D00002,994109800372622,Large,Mid Market,Top Up,Mixed,200752,2008-02-21,Thursday,15,STORE00011,Medium,W03,1,1.25
CUST0000313801,Mid Market,Other,PRD0900550,CL00167,DEP00055,G00016,D00003,994109800372622,Large,Mid Market,Top Up,Mixed,200752,2008-02-21,Thursday,15,STORE00011,Medium,W03,3,0.84
CUST0000313801,Mid Market,Other,PRD0901538,CL00083,DEP00023,G00007,D00002,994109800372622,Large,Mid Market,Top Up,Mixed,200752,2008-02-21,Thursday,15,STORE00011,Medium,W03,1,2.27
CUST0000470228,Less Affluent,Young Families,PRD0901944,CL00160,DEP00054,G00016,D00003,994109800474774,Small,Mid Market,Small Shop,Grocery,200752,2008-02-19,Tuesday,14,STORE00011,Medium,W03,1,1.44
